stem,n_coco,n_yolo,max_coord_diff,status
0019_0674_5,14,14,9.58333e-07,OK
0019_0675_5,15,15,1e-06,OK
0019_0676_5,15,15,1e-06,OK
0019_0677_5,16,16,9.62963e-07,OK
0019_0678_5,17,17,9.62963e-07,OK
0019_0679_5,19,19,9.62963e-07,OK
0019_0680_5,18,18,1e-06,OK
0019_0681_5,18,18,9.58333e-07,OK
0019_0682_5,17,17,9.79167e-07,OK
0019_0683_5,17,17,9.79167e-07,OK
0019_0684_5,21,21,9.58333e-07,OK
0019_0685_5,21,21,9.79167e-07,OK
0019_0686_5,22,22,9.79167e-07,OK
0019_0687_5,22,22,9.58333e-07,OK
0019_0688_5,22,22,9.79167e-07,OK
0019_0689_5,23,23,9.62963e-07,OK
0019_0690_5,21,21,9.62963e-07,OK
0019_0691_5,19,19,9.62963e-07,OK
0019_0692_5,18,18,9.79167e-07,OK
0019_0693_5,18,18,9.79167e-07,OK
0019_0694_5,16,16,9.79167e-07,OK
0019_0695_5,15,15,9.79167e-07,OK
0019_0696_5,15,15,9.62963e-07,OK
0019_0697_5,12,12,9.62963e-07,OK
0019_0698_5,12,12,9.62963e-07,OK
0019_0699_5,12,12,9.79167e-07,OK
0019_0700_5,10,10,1e-06,OK
0019_0701_5,11,11,9.79167e-07,OK
0019_0702_5,12,12,9.62963e-07,OK
0019_0703_5,12,12,9.375e-07,OK
0019_0704_5,14,14,1e-06,OK
0019_0705_5,15,15,9.62963e-07,OK
0019_0706_5,17,17,9.62963e-07,OK
0019_0707_5,17,17,1e-06,OK
0019_0708_5,16,16,9.62963e-07,OK
0019_0709_5,18,18,1e-06,OK
0019_0710_5,21,21,9.62963e-07,OK
0019_0711_5,24,24,9.79167e-07,OK
0019_0712_5,24,24,1e-06,OK
0019_0713_5,25,25,9.62963e-07,OK
0019_0714_5,24,24,9.62963e-07,OK
0019_0715_5,24,24,1e-06,OK
0019_0716_5,23,23,1e-06,OK
0019_0717_5,25,25,1e-06,OK
0019_0718_5,26,26,9.62963e-07,OK
0019_0719_5,24,24,1e-06,OK
0019_0720_5,21,21,9.79167e-07,OK
0019_0721_5,21,21,1e-06,OK
0019_0722_5,20,20,9.79167e-07,OK
0019_0723_5,18,18,9.25926e-07,OK
0019_0724_5,17,17,1e-06,OK
0019_0725_5,15,15,9.58333e-07,OK
0019_0726_5,15,15,9.62963e-07,OK
0019_0727_5,14,14,9.62963e-07,OK
0019_0728_5,13,13,1e-06,OK
0019_0729_5,14,14,1e-06,OK
0019_0730_5,15,15,9.62963e-07,OK
0019_0731_5,17,17,1e-06,OK
0019_0732_5,19,19,9.79167e-07,OK
0019_0733_5,18,18,9.375e-07,OK
0019_0734_5,20,20,1e-06,OK
0019_0735_5,20,20,1e-06,OK
0019_0736_5,21,21,1e-06,OK
0019_0737_5,22,22,1e-06,OK
0019_0738_5,23,23,9.62963e-07,OK
0019_0739_5,23,23,9.62963e-07,OK
0019_0740_5,23,23,9.79167e-07,OK
0019_0741_5,23,23,9.62963e-07,OK
0019_0742_5,24,24,1e-06,OK
0019_0743_5,23,23,1e-06,OK
0019_0744_5,24,24,9.79167e-07,OK
0019_0745_5,23,23,1e-06,OK
0019_0746_5,21,21,9.62963e-07,OK
0019_0747_5,22,22,9.79167e-07,OK
0019_0748_5,20,20,9.62963e-07,OK
0019_0749_5,20,20,9.79167e-07,OK
0019_0750_5,20,20,9.58333e-07,OK
0019_0751_5,18,18,1e-06,OK
0019_0752_5,18,18,9.62963e-07,OK
0019_0753_5,17,17,9.62963e-07,OK
0019_0754_5,16,16,9.62963e-07,OK
0019_0755_5,17,17,9.62963e-07,OK
0019_0756_5,18,18,9.62963e-07,OK
0019_0757_5,18,18,9.79167e-07,OK
0019_0758_5,18,18,1e-06,OK
0019_0759_5,19,19,9.79167e-07,OK
0019_0760_5,18,18,9.62963e-07,OK
0019_0761_5,18,18,9.79167e-07,OK
0019_0762_5,19,19,9.79167e-07,OK
0019_0763_5,20,20,1e-06,OK
0019_0764_5,20,20,9.79167e-07,OK
0019_0765_5,19,19,9.62963e-07,OK
0019_0766_5,19,19,1e-06,OK
0019_0767_5,19,19,9.62963e-07,OK
0019_0768_5,20,20,1e-06,OK
0019_0769_5,20,20,1e-06,OK
0019_0770_5,20,20,9.62963e-07,OK
0019_0771_5,17,17,9.62963e-07,OK
0019_0772_5,16,16,9.25926e-07,OK
0019_0773_5,14,14,9.375e-07,OK
0019_0774_5,13,13,9.62963e-07,OK
0019_0775_5,12,12,1e-06,OK
0019_0776_5,11,11,9.58333e-07,OK
0019_0777_5,12,12,8.95833e-07,OK
0019_0778_5,12,12,1e-06,OK
0019_0779_5,11,11,9.62963e-07,OK
0019_0780_5,12,12,9.79167e-07,OK
0019_0781_5,12,12,1e-06,OK
0019_0782_5,14,14,9.58333e-07,OK
0019_0783_5,14,14,9.62963e-07,OK
0019_0784_5,14,14,9.58333e-07,OK
0019_0785_5,16,16,9.79167e-07,OK
0019_0786_5,16,16,1e-06,OK
0019_0787_5,15,15,9.79167e-07,OK
0019_0788_5,16,16,9.62963e-07,OK
0019_0789_5,16,16,9.79167e-07,OK
0019_0790_5,16,16,9.62963e-07,OK
0019_0791_5,16,16,1e-06,OK
0019_0792_5,15,15,9.79167e-07,OK
0019_0793_5,15,15,1e-06,OK
0019_0794_5,13,13,9.62963e-07,OK
0019_0795_5,13,13,9.62963e-07,OK
0019_0796_5,12,12,9.62963e-07,OK
0019_0797_5,11,11,1e-06,OK
0019_0798_5,10,10,9.79167e-07,OK
0019_0799_5,9,9,1e-06,OK
0019_0800_5,11,11,9.62963e-07,OK
0019_0801_5,10,10,9.79167e-07,OK
0019_0802_5,11,11,9.79167e-07,OK
0019_0803_5,13,13,9.62963e-07,OK
0019_0804_5,13,13,9.79167e-07,OK
0019_0805_5,13,13,9.58333e-07,OK
0019_0806_5,13,13,9.62963e-07,OK
0019_0807_5,16,16,1e-06,OK
0019_0808_5,16,16,9.79167e-07,OK
0019_0809_5,14,14,9.62963e-07,OK
0019_0810_5,16,16,9.62963e-07,OK
0019_0811_5,16,16,9.62963e-07,OK
0019_0812_5,16,16,9.25926e-07,OK
0019_0813_5,17,17,9.79167e-07,OK
0019_0814_5,18,18,9.79167e-07,OK
0019_0815_5,20,20,9.62963e-07,OK
0019_0816_5,19,19,9.62963e-07,OK
0019_0817_5,17,17,9.62963e-07,OK
0019_0818_5,16,16,1e-06,OK
0019_0819_5,16,16,1e-06,OK
0019_0820_5,16,16,1e-06,OK
0008_0205_5,17,17,1e-06,OK
0008_0206_5,15,15,9.58333e-07,OK
0008_0207_5,15,15,1e-06,OK
0008_0208_5,15,15,1e-06,OK
0008_0209_5,16,16,1e-06,OK
0008_0210_5,16,16,1e-06,OK
0008_0211_5,16,16,1e-06,OK
0008_0212_5,16,16,1e-06,OK
0008_0213_5,16,16,1e-06,OK
0008_0214_5,18,18,1e-06,OK
0008_0215_5,17,17,1e-06,OK
0008_0216_5,17,17,9.79167e-07,OK
0008_0217_5,17,17,9.62963e-07,OK
0008_0218_5,18,18,1e-06,OK
0008_0219_5,18,18,1e-06,OK
0008_0220_5,19,19,1e-06,OK
0008_0221_5,20,20,9.79167e-07,OK
0008_0222_5,22,22,1e-06,OK
0008_0223_5,23,23,1e-06,OK
0008_0224_5,23,23,9.79167e-07,OK
0008_0225_5,23,23,9.79167e-07,OK
0008_0226_5,24,24,9.79167e-07,OK
0008_0227_5,21,21,1e-06,OK
0008_0228_5,20,20,1e-06,OK
0008_0229_5,20,20,9.79167e-07,OK
0008_0230_5,20,20,9.62963e-07,OK
0008_0231_5,20,20,9.25926e-07,OK
0008_0232_5,18,18,9.62963e-07,OK
0008_0233_5,18,18,1e-06,OK
0008_0234_5,18,18,1e-06,OK
0008_0235_5,18,18,1e-06,OK
0008_0236_5,15,15,1e-06,OK
0008_0237_5,13,13,1e-06,OK
0008_0238_5,14,14,1e-06,OK
0008_0239_5,12,12,1e-06,OK
0008_0240_5,11,11,9.79167e-07,OK
0008_0241_5,9,9,1e-06,OK
0008_0242_5,9,9,9.62963e-07,OK
0008_0243_5,9,9,9.25926e-07,OK
0008_0244_5,7,7,9.62963e-07,OK
0008_0245_5,5,5,8.14815e-07,OK
0008_0246_5,5,5,9.62963e-07,OK
0008_0247_5,4,4,9.25926e-07,OK
0008_0248_5,5,5,1e-06,OK
0008_0249_5,5,5,9.62963e-07,OK
0008_0250_5,6,6,9.25926e-07,OK
0008_0251_5,8,8,9.58333e-07,OK
0008_0252_5,7,7,1e-06,OK
0008_0253_5,7,7,9.25926e-07,OK
0008_0254_5,7,7,9.58333e-07,OK
0008_0255_5,8,8,9.62963e-07,OK
0008_0256_5,7,7,9.62963e-07,OK
0008_0257_5,7,7,9.25926e-07,OK
0008_0258_5,9,9,9.58333e-07,OK
0008_0259_5,10,10,9.62963e-07,OK
0008_0260_5,10,10,1e-06,OK
0008_0261_5,11,11,9.58333e-07,OK
0008_0262_5,12,12,9.79167e-07,OK
0008_0263_5,12,12,9.16667e-07,OK
0008_0264_5,13,13,9.62963e-07,OK
0008_0265_5,14,14,1e-06,OK
0008_0266_5,14,14,9.62963e-07,OK
0008_0267_5,14,14,9.62963e-07,OK
0008_0268_5,13,13,9.62963e-07,OK
0008_0269_5,15,15,1e-06,OK
0008_0270_5,15,15,9.62963e-07,OK
0008_0271_5,15,15,9.62963e-07,OK
0008_0272_5,14,14,9.62963e-07,OK
0008_0273_5,16,16,9.79167e-07,OK
0008_0274_5,18,18,9.62963e-07,OK
0008_0275_5,18,18,9.58333e-07,OK
0008_0276_5,19,19,1e-06,OK
0008_0277_5,18,18,1e-06,OK
0008_0278_5,17,17,1e-06,OK
0008_0279_5,17,17,1e-06,OK
0008_0280_5,17,17,1e-06,OK
0008_0281_5,16,16,9.62963e-07,OK
0008_0282_5,15,15,9.62963e-07,OK
0008_0283_5,15,15,9.58333e-07,OK
0008_0284_5,16,16,9.79167e-07,OK
0008_0285_5,16,16,1e-06,OK
0008_0286_5,15,15,9.62963e-07,OK
0008_0287_5,14,14,9.62963e-07,OK
0008_0288_5,14,14,9.79167e-07,OK
0008_0289_5,16,16,1e-06,OK
0008_0290_5,16,16,1e-06,OK
0008_0291_5,11,11,9.62963e-07,OK
0008_0292_5,11,11,1e-06,OK
0008_0293_5,11,11,9.62963e-07,OK
0008_0294_5,11,11,9.62963e-07,OK
0008_0295_5,12,12,1e-06,OK
0008_0296_5,13,13,9.79167e-07,OK
0008_0297_5,15,15,9.79167e-07,OK
0008_0298_5,16,16,1e-06,OK
0008_0299_5,14,14,1e-06,OK
0008_0300_5,13,13,1e-06,OK
0008_0301_5,13,13,1e-06,OK
0008_0302_5,14,14,9.79167e-07,OK
0008_0303_5,13,13,1e-06,OK
0008_0304_5,13,13,9.79167e-07,OK
0008_0305_5,13,13,9.58333e-07,OK
0008_0306_5,13,13,9.375e-07,OK
0008_0307_5,13,13,8.88889e-07,OK
0008_0308_5,12,12,9.62963e-07,OK
0008_0309_5,12,12,9.79167e-07,OK
0008_0310_5,12,12,9.62963e-07,OK
0008_0311_5,10,10,9.62963e-07,OK
0008_0312_5,9,9,9.62963e-07,OK
0008_0313_5,8,8,9.62963e-07,OK
0008_0314_5,10,10,9.62963e-07,OK
0008_0315_5,10,10,9.58333e-07,OK
0008_0316_5,12,12,1e-06,OK
0008_0317_5,13,13,9.62963e-07,OK
0008_0318_5,12,12,9.62963e-07,OK
0008_0319_5,12,12,9.62963e-07,OK
0008_0320_5,13,13,1e-06,OK
0008_0321_5,14,14,9.79167e-07,OK
0008_0322_5,16,16,9.62963e-07,OK
0008_0323_5,15,15,9.62963e-07,OK
0008_0324_5,17,17,9.79167e-07,OK
0008_0325_5,18,18,9.62963e-07,OK
0008_0326_5,17,17,1e-06,OK
0008_0327_5,19,19,1e-06,OK
0008_0328_5,19,19,9.62963e-07,OK
0008_0329_5,18,18,1e-06,OK
0008_0330_5,19,19,9.62963e-07,OK
0008_0331_5,18,18,9.79167e-07,OK
0008_0332_5,17,17,1e-06,OK
0008_0333_5,16,16,1e-06,OK
0008_0334_5,16,16,1e-06,OK
0008_0335_5,18,18,9.79167e-07,OK
0008_0336_5,19,19,1e-06,OK
0008_0337_5,20,20,1e-06,OK
0008_0338_5,21,21,9.79167e-07,OK
0008_0339_5,23,23,9.62963e-07,OK
0008_0340_5,21,21,9.79167e-07,OK
0008_0341_5,20,20,9.79167e-07,OK
0008_0342_5,17,17,9.62963e-07,OK
0008_0343_5,19,19,1e-06,OK
0008_0344_5,18,18,9.62963e-07,OK
0008_0345_5,18,18,9.79167e-07,OK
0008_0346_5,18,18,1e-06,OK
0008_0347_5,16,16,9.79167e-07,OK
0008_0348_5,16,16,9.79167e-07,OK
0008_0349_5,13,13,1e-06,OK
0008_0350_5,14,14,9.79167e-07,OK
0008_0351_5,13,13,1e-06,OK
0008_0352_5,13,13,9.79167e-07,OK
0008_0353_5,13,13,1e-06,OK
0008_0354_5,14,14,9.62963e-07,OK
0008_0355_5,14,14,9.62963e-07,OK
0008_0356_5,14,14,9.25926e-07,OK
0008_0357_5,16,16,9.62963e-07,OK
0008_0358_5,16,16,9.79167e-07,OK
0008_0359_5,18,18,9.62963e-07,OK
0008_0360_5,17,17,9.79167e-07,OK
0008_0361_5,17,17,9.62963e-07,OK
0008_0362_5,16,16,9.62963e-07,OK
0008_0363_5,16,16,9.58333e-07,OK
0008_0364_5,17,17,9.58333e-07,OK
0008_0365_5,17,17,9.62963e-07,OK
0008_0366_5,16,16,9.62963e-07,OK
0008_0367_5,17,17,1e-06,OK
0008_0368_5,19,19,9.62963e-07,OK
0008_0369_5,18,18,9.79167e-07,OK
0008_0370_5,19,19,1e-06,OK
0008_0371_5,20,20,1e-06,OK
0008_0372_5,21,21,1e-06,OK
0008_0373_5,19,19,1e-06,OK
0008_0374_5,17,17,9.62963e-07,OK
0008_0375_5,18,18,9.79167e-07,OK
0008_0376_5,18,18,9.79167e-07,OK
0008_0377_5,19,19,9.62963e-07,OK
0008_0378_5,17,17,1e-06,OK
0008_0379_5,18,18,1e-06,OK
0008_0380_5,18,18,9.62963e-07,OK
0008_0381_5,18,18,9.62963e-07,OK
0008_0382_5,19,19,9.79167e-07,OK
0008_0383_5,18,18,9.79167e-07,OK
0008_0384_5,19,19,1e-06,OK
0008_0385_5,18,18,9.79167e-07,OK
0008_0386_5,15,15,9.62963e-07,OK
0008_0387_5,13,13,9.62963e-07,OK
0008_0388_5,13,13,9.62963e-07,OK
0008_0389_5,12,12,9.62963e-07,OK
0008_0390_5,12,12,9.62963e-07,OK
0008_0391_5,11,11,9.58333e-07,OK
0008_0392_5,12,12,9.62963e-07,OK
0008_0393_5,13,13,1e-06,OK
0008_0394_5,11,11,9.79167e-07,OK
0008_0395_5,12,12,9.58333e-07,OK
0008_0396_5,11,11,9.58333e-07,OK
0008_0397_5,11,11,9.62963e-07,OK
0008_0398_5,12,12,9.62963e-07,OK
0008_0399_5,12,12,1e-06,OK
0008_2805_5,26,26,1e-06,OK
0008_2806_5,25,25,9.79167e-07,OK
0008_2807_5,24,24,1e-06,OK
0008_2808_5,24,24,1e-06,OK
0008_2809_5,24,24,9.62963e-07,OK
0008_2810_5,23,23,9.62963e-07,OK
0008_2811_5,24,24,9.62963e-07,OK
0008_2812_5,24,24,9.62963e-07,OK
0008_2813_5,22,22,9.25926e-07,OK
0008_2814_5,20,20,9.62963e-07,OK
0008_2815_5,19,19,9.62963e-07,OK
0008_2816_5,20,20,9.62963e-07,OK
0008_2817_5,19,19,1e-06,OK
0008_2818_5,19,19,9.79167e-07,OK
0008_2819_5,18,18,1e-06,OK
0008_2820_5,18,18,9.25926e-07,OK
0008_2821_5,19,19,9.62963e-07,OK
0008_2822_5,20,20,1e-06,OK
0008_2823_5,21,21,1e-06,OK
0008_2824_5,22,22,9.62963e-07,OK
0008_2825_5,19,19,1e-06,OK
0008_2826_5,17,17,1e-06,OK
0008_2827_5,17,17,1e-06,OK
0008_2828_5,19,19,1e-06,OK
0008_2829_5,21,21,1e-06,OK
0008_2830_5,22,22,9.79167e-07,OK
0008_2831_5,23,23,9.79167e-07,OK
0008_2832_5,22,22,9.79167e-07,OK
0008_2833_5,21,21,1e-06,OK
0008_2834_5,20,20,9.79167e-07,OK
0008_2835_5,19,19,1e-06,OK
0008_2836_5,17,17,1e-06,OK
0008_2837_5,16,16,9.62963e-07,OK
0008_2838_5,16,16,9.62963e-07,OK
0008_2839_5,17,17,1e-06,OK
0008_2840_5,19,19,1e-06,OK
0008_2841_5,17,17,9.79167e-07,OK
0008_2842_5,16,16,9.58333e-07,OK
0008_2843_5,18,18,9.62963e-07,OK
0008_2844_5,19,19,9.62963e-07,OK
0008_2845_5,17,17,1e-06,OK
0008_2846_5,15,15,1e-06,OK
0008_2847_5,15,15,9.62963e-07,OK
0008_2848_5,17,17,9.58333e-07,OK
0008_2849_5,17,17,9.62963e-07,OK
0008_2850_5,18,18,9.62963e-07,OK
0008_2851_5,19,19,9.79167e-07,OK
0008_2852_5,21,21,9.58333e-07,OK
0008_2853_5,20,20,1e-06,OK
0008_2854_5,16,16,9.58333e-07,OK
0008_2855_5,18,18,1e-06,OK
0008_2856_5,18,18,9.62963e-07,OK
0008_2857_5,16,16,1e-06,OK
0008_2858_5,16,16,9.62963e-07,OK
0008_2859_5,16,16,9.62963e-07,OK
0008_2860_5,18,18,1e-06,OK
0008_2861_5,20,20,9.79167e-07,OK
0008_2862_5,21,21,9.62963e-07,OK
0008_2863_5,22,22,1e-06,OK
0008_2864_5,22,22,1e-06,OK
0008_2865_5,24,24,1e-06,OK
0008_2866_5,26,26,9.79167e-07,OK
0008_2867_5,26,26,1e-06,OK
0008_2868_5,29,29,9.62963e-07,OK
0008_2869_5,30,30,1e-06,OK
0008_2870_5,32,32,1e-06,OK
0008_2871_5,32,32,1e-06,OK
0008_2872_5,35,35,9.79167e-07,OK
0008_2873_5,32,32,1e-06,OK
0008_2874_5,32,32,9.79167e-07,OK
0008_2875_5,32,32,9.79167e-07,OK
0008_2876_5,31,31,1e-06,OK
0008_2877_5,30,30,9.62963e-07,OK
0008_2878_5,31,31,1e-06,OK
0008_2879_5,31,31,1e-06,OK
0008_2880_5,31,31,1e-06,OK
0008_2881_5,29,29,1e-06,OK
0008_2882_5,28,28,1e-06,OK
0008_2883_5,27,27,9.62963e-07,OK
0008_2884_5,27,27,9.62963e-07,OK
0008_2885_5,24,24,9.62963e-07,OK
0008_2886_5,22,22,1e-06,OK
0008_2887_5,23,23,1e-06,OK
0008_2888_5,22,22,1e-06,OK
0008_2889_5,19,19,9.62963e-07,OK
0008_2890_5,18,18,1e-06,OK
0008_2891_5,19,19,9.62963e-07,OK
0008_2892_5,19,19,9.62963e-07,OK
0008_2893_5,19,19,9.79167e-07,OK
0008_2894_5,19,19,9.62963e-07,OK
0008_2895_5,18,18,1e-06,OK
0008_2896_5,20,20,9.79167e-07,OK
0008_2897_5,18,18,9.62963e-07,OK
0008_2898_5,16,16,9.62963e-07,OK
0008_2899_5,15,15,9.58333e-07,OK
0008_2900_5,14,14,9.62963e-07,OK
0008_2901_5,14,14,1e-06,OK
0008_2902_5,13,13,9.62963e-07,OK
0008_2903_5,14,14,1e-06,OK
0008_2904_5,14,14,1e-06,OK
0008_2905_5,15,15,9.25926e-07,OK
0008_2906_5,12,12,1e-06,OK
0008_2907_5,12,12,9.25926e-07,OK
0008_2908_5,11,11,9.79167e-07,OK
0008_2909_5,12,12,9.16667e-07,OK
0008_2910_5,14,14,9.62963e-07,OK
0008_2911_5,16,16,1e-06,OK
0008_2912_5,15,15,9.58333e-07,OK
0008_2913_5,19,19,9.62963e-07,OK
0008_2914_5,19,19,1e-06,OK
0008_2915_5,22,22,9.79167e-07,OK
0008_2916_5,25,25,1e-06,OK
0008_2917_5,25,25,1e-06,OK
0008_2918_5,26,26,1e-06,OK
0008_2919_5,27,27,1e-06,OK
0008_2920_5,28,28,9.79167e-07,OK
0008_2921_5,27,27,9.62963e-07,OK
0008_2922_5,29,29,1e-06,OK
0008_2923_5,28,28,1e-06,OK
0008_2924_5,28,28,1e-06,OK
0008_2925_5,28,28,1e-06,OK
0008_2926_5,27,27,1e-06,OK
0008_2927_5,26,26,1e-06,OK
0008_2928_5,24,24,1e-06,OK
0008_2929_5,24,24,1e-06,OK
0008_2930_5,23,23,1e-06,OK
0008_2931_5,25,25,1e-06,OK
0008_2932_5,24,24,9.62963e-07,OK
0008_2933_5,23,23,9.62963e-07,OK
0008_2934_5,25,25,1e-06,OK
0008_2935_5,24,24,9.62963e-07,OK
0008_2936_5,26,26,9.79167e-07,OK
0008_2937_5,25,25,9.62963e-07,OK
0008_2938_5,25,25,9.62963e-07,OK
0008_2939_5,26,26,9.79167e-07,OK
0008_2940_5,26,26,1e-06,OK
0008_2941_5,24,24,9.62963e-07,OK
0008_2942_5,24,24,1e-06,OK
0008_2943_5,24,24,1e-06,OK
0008_2944_5,24,24,9.79167e-07,OK
0008_2945_5,24,24,1e-06,OK
0008_2946_5,26,26,1e-06,OK
0008_2947_5,22,22,1e-06,OK
0008_2948_5,22,22,1e-06,OK
0008_2949_5,21,21,9.79167e-07,OK
0008_2950_5,21,21,9.62963e-07,OK
0008_2951_5,19,19,9.79167e-07,OK
0008_2952_5,17,17,9.62963e-07,OK
0008_2953_5,16,16,1e-06,OK
0008_2954_5,15,15,9.62963e-07,OK
0008_2955_5,16,16,1e-06,OK
0008_2956_5,17,17,9.79167e-07,OK
0008_2957_5,18,18,9.25926e-07,OK
0008_2958_5,20,20,9.62963e-07,OK
0008_2959_5,21,21,1e-06,OK
0008_2960_5,18,18,1e-06,OK
0008_2961_5,19,19,9.79167e-07,OK
0008_2962_5,22,22,9.79167e-07,OK
0008_2963_5,24,24,1e-06,OK
0008_2964_5,24,24,1e-06,OK
0008_2965_5,24,24,9.62963e-07,OK
0008_2966_5,24,24,9.62963e-07,OK
0008_2967_5,24,24,1e-06,OK
0008_2968_5,24,24,9.62963e-07,OK
0008_2969_5,24,24,9.62963e-07,OK
0008_2970_5,23,23,9.62963e-07,OK
0008_2971_5,24,24,9.79167e-07,OK
0008_2972_5,25,25,1e-06,OK
0008_2973_5,24,24,9.62963e-07,OK
0008_2974_5,24,24,9.62963e-07,OK
0008_2975_5,24,24,9.58333e-07,OK
0008_2976_5,22,22,9.58333e-07,OK
0008_2977_5,22,22,1e-06,OK
0008_2978_5,22,22,1e-06,OK
0019_0000_5,11,11,9.58333e-07,OK
0019_0001_5,9,9,9.25926e-07,OK
0019_0002_5,9,9,9.58333e-07,OK
0019_0003_5,9,9,9.25926e-07,OK
0019_0004_5,9,9,9.25926e-07,OK
0019_0005_5,9,9,1e-06,OK
0019_0006_5,9,9,1e-06,OK
0019_0007_5,8,8,1e-06,OK
0019_0008_5,9,9,1e-06,OK
0019_0009_5,9,9,9.25926e-07,OK
0019_0010_5,8,8,1e-06,OK
0019_0011_5,6,6,9.58333e-07,OK
0019_0012_5,9,9,9.25926e-07,OK
0019_0013_5,9,9,1e-06,OK
0019_0014_5,10,10,9.62963e-07,OK
0019_0015_5,8,8,9.79167e-07,OK
0019_0016_5,9,9,9.25926e-07,OK
0019_0017_5,8,8,9.25926e-07,OK
0019_0018_5,8,8,9.62963e-07,OK
0019_0019_5,9,9,9.62963e-07,OK
0019_0020_5,10,10,1e-06,OK
0019_1826_5,17,17,9.79167e-07,OK
0019_1827_5,17,17,9.62963e-07,OK
0019_1828_5,16,16,9.58333e-07,OK
0019_1829_5,15,15,9.62963e-07,OK
0019_1830_5,15,15,1e-06,OK
0019_1831_5,16,16,9.62963e-07,OK
0019_1832_5,14,14,1e-06,OK
0019_1833_5,13,13,9.25926e-07,OK
0019_1834_5,12,12,1e-06,OK
0019_1835_5,11,11,9.58333e-07,OK
0019_1836_5,9,9,9.79167e-07,OK
0019_1837_5,9,9,8.88889e-07,OK
0019_1838_5,10,10,9.58333e-07,OK
0019_1839_5,10,10,9.62963e-07,OK
0019_1840_5,12,12,9.62963e-07,OK
0019_1841_5,12,12,9.25926e-07,OK
0019_1842_5,12,12,9.79167e-07,OK
0019_1843_5,13,13,9.62963e-07,OK
0019_1844_5,12,12,8.88889e-07,OK
0019_1845_5,14,14,9.62963e-07,OK
0019_1846_5,15,15,9.62963e-07,OK
0019_1847_5,14,14,1e-06,OK
0019_1848_5,13,13,9.79167e-07,OK
0019_1849_5,15,15,1e-06,OK
0019_1850_5,16,16,9.62963e-07,OK
0019_1851_5,16,16,9.79167e-07,OK
0019_1852_5,16,16,1e-06,OK
0019_1853_5,15,15,9.62963e-07,OK
0019_1854_5,16,16,9.25926e-07,OK
0019_1855_5,15,15,9.62963e-07,OK
0019_1856_5,13,13,9.62963e-07,OK
0019_1857_5,12,12,1e-06,OK
0019_1858_5,12,12,1e-06,OK
0019_1859_5,14,14,1e-06,OK
0019_1860_5,13,13,9.62963e-07,OK
0019_1861_5,12,12,9.58333e-07,OK
0019_1862_5,12,12,9.58333e-07,OK
0019_1863_5,13,13,1e-06,OK
0019_1864_5,14,14,9.62963e-07,OK
0019_1865_5,16,16,9.62963e-07,OK
0019_1866_5,14,14,9.58333e-07,OK
0019_1867_5,15,15,1e-06,OK
0019_1868_5,15,15,9.25926e-07,OK
0019_1869_5,18,18,9.62963e-07,OK
0019_1870_5,17,17,9.62963e-07,OK
0019_1871_5,16,16,9.62963e-07,OK
0019_1872_5,17,17,9.79167e-07,OK
0019_1873_5,17,17,9.79167e-07,OK
0019_1874_5,18,18,9.58333e-07,OK
0019_1875_5,18,18,9.58333e-07,OK
0019_1876_5,18,18,1e-06,OK
0019_1877_5,16,16,1e-06,OK
0019_1878_5,15,15,1e-06,OK
0019_1879_5,14,14,9.62963e-07,OK
0019_1880_5,14,14,9.79167e-07,OK
0019_1881_5,14,14,1e-06,OK
0019_1882_5,13,13,9.375e-07,OK
0019_1883_5,14,14,9.58333e-07,OK
0019_1884_5,16,16,9.79167e-07,OK
0019_1885_5,16,16,9.79167e-07,OK
0019_1886_5,16,16,9.62963e-07,OK
0019_1887_5,16,16,9.62963e-07,OK
0019_1888_5,17,17,9.62963e-07,OK
0019_1889_5,17,17,9.25926e-07,OK
0019_1890_5,20,20,9.62963e-07,OK
0019_1891_5,19,19,9.79167e-07,OK
0019_1892_5,18,18,9.62963e-07,OK
0019_1893_5,18,18,9.79167e-07,OK
0019_1894_5,18,18,9.79167e-07,OK
0019_1895_5,18,18,9.62963e-07,OK
0019_1896_5,18,18,9.62963e-07,OK
0019_1897_5,19,19,9.62963e-07,OK
0019_1898_5,19,19,9.58333e-07,OK
0019_1899_5,19,19,9.62963e-07,OK
0019_1900_5,17,17,9.62963e-07,OK
0019_1901_5,16,16,9.79167e-07,OK
0019_1902_5,18,18,9.79167e-07,OK
0019_1903_5,16,16,9.375e-07,OK
0019_1904_5,15,15,1e-06,OK
0019_1905_5,16,16,9.58333e-07,OK
0019_1906_5,14,14,9.79167e-07,OK
0019_1907_5,14,14,9.62963e-07,OK
0019_1908_5,13,13,9.62963e-07,OK
0019_1909_5,14,14,1e-06,OK
0019_1910_5,16,16,9.79167e-07,OK
0019_1911_5,17,17,9.58333e-07,OK
0019_1912_5,17,17,9.62963e-07,OK
0019_1913_5,17,17,1e-06,OK
0019_1914_5,17,17,9.62963e-07,OK
0019_1915_5,18,18,9.375e-07,OK
0019_1916_5,19,19,9.58333e-07,OK
0019_1917_5,20,20,9.62963e-07,OK
0019_1918_5,19,19,1e-06,OK
0019_1919_5,18,18,9.79167e-07,OK
0019_1920_5,17,17,1e-06,OK
0019_1921_5,18,18,9.62963e-07,OK
0019_1922_5,19,19,1e-06,OK
0019_1923_5,23,23,9.62963e-07,OK
0019_1924_5,23,23,9.79167e-07,OK
