stem,n_coco,n_yolo,max_coord_diff,status
0019_0575_5,15,15,1e-06,OK
0019_0576_5,14,14,9.62963e-07,OK
0019_0577_5,15,15,1e-06,OK
0019_0578_5,15,15,9.62963e-07,OK
0019_0579_5,15,15,1e-06,OK
0019_0580_5,14,14,1e-06,OK
0019_0581_5,12,12,9.62963e-07,OK
0019_0582_5,12,12,9.79167e-07,OK
0019_0583_5,12,12,9.62963e-07,OK
0019_0584_5,12,12,9.79167e-07,OK
0019_0585_5,13,13,9.79167e-07,OK
0019_0586_5,14,14,9.62963e-07,OK
0019_0587_5,14,14,1e-06,OK
0019_0588_5,13,13,1e-06,OK
0019_0589_5,14,14,1e-06,OK
0019_0590_5,13,13,9.62963e-07,OK
0019_0591_5,14,14,9.79167e-07,OK
0019_0592_5,14,14,9.62963e-07,OK
0019_0593_5,13,13,9.62963e-07,OK
0019_0594_5,12,12,1e-06,OK
0019_0595_5,12,12,9.62963e-07,OK
0019_0596_5,12,12,9.62963e-07,OK
0019_0597_5,15,15,9.79167e-07,OK
0019_0598_5,15,15,1e-06,OK
0019_0599_5,17,17,9.79167e-07,OK
0019_0600_5,17,17,9.79167e-07,OK
0019_0601_5,14,14,9.62963e-07,OK
0019_0602_5,14,14,9.58333e-07,OK
0019_0603_5,14,14,9.62963e-07,OK
0019_0604_5,13,13,9.62963e-07,OK
0019_0605_5,12,12,1e-06,OK
0019_0606_5,12,12,9.79167e-07,OK
0019_0607_5,12,12,9.62963e-07,OK
0019_0608_5,12,12,9.62963e-07,OK
0019_0609_5,12,12,9.79167e-07,OK
0019_0610_5,12,12,9.62963e-07,OK
0019_0611_5,13,13,9.62963e-07,OK
0019_0612_5,12,12,9.79167e-07,OK
0019_0613_5,11,11,9.62963e-07,OK
0019_0614_5,11,11,9.79167e-07,OK
0019_0615_5,9,9,9.375e-07,OK
0019_0616_5,9,9,9.62963e-07,OK
0019_0617_5,11,11,9.58333e-07,OK
0019_0618_5,10,10,9.62963e-07,OK
0019_0619_5,12,12,9.25926e-07,OK
0019_0620_5,13,13,9.62963e-07,OK
0019_2026_5,23,23,9.62963e-07,OK
0019_2027_5,22,22,9.79167e-07,OK
0019_2028_5,23,23,9.62963e-07,OK
0019_2029_5,20,20,9.62963e-07,OK
0019_2030_5,18,18,9.79167e-07,OK
0019_2031_5,17,17,9.62963e-07,OK
0019_2032_5,18,18,9.58333e-07,OK
0019_2033_5,20,20,9.62963e-07,OK
0019_2034_5,21,21,9.62963e-07,OK
0019_2035_5,20,20,9.62963e-07,OK
0019_2036_5,20,20,9.62963e-07,OK
0019_2037_5,18,18,9.79167e-07,OK
0019_2038_5,18,18,9.62963e-07,OK
0019_2039_5,18,18,1e-06,OK
0019_2040_5,18,18,9.58333e-07,OK
0019_2041_5,19,19,9.79167e-07,OK
0019_2042_5,19,19,9.58333e-07,OK
0019_2043_5,20,20,1e-06,OK
0019_2044_5,22,22,9.62963e-07,OK
0019_2045_5,20,20,1e-06,OK
0019_2046_5,22,22,9.79167e-07,OK
0019_2047_5,22,22,9.79167e-07,OK
0019_2048_5,24,24,9.62963e-07,OK
0019_2049_5,25,25,1e-06,OK
0019_2050_5,24,24,1e-06,OK
0019_2051_5,27,27,9.79167e-07,OK
0019_2052_5,28,28,9.79167e-07,OK
0019_2053_5,30,30,1e-06,OK
0019_2054_5,30,30,1e-06,OK
0019_2055_5,29,29,1e-06,OK
0019_2056_5,30,30,1e-06,OK
0019_2057_5,31,31,9.62963e-07,OK
0019_2058_5,31,31,9.79167e-07,OK
0019_2059_5,30,30,9.62963e-07,OK
0019_2060_5,29,29,1e-06,OK
0019_2061_5,29,29,1e-06,OK
0019_2062_5,30,30,1e-06,OK
0019_2063_5,27,27,9.62963e-07,OK
0019_2064_5,25,25,9.62963e-07,OK
0019_2065_5,24,24,1e-06,OK
0019_2066_5,22,22,9.62963e-07,OK
0019_2067_5,21,21,9.79167e-07,OK
0019_2068_5,20,20,9.79167e-07,OK
0019_2069_5,18,18,9.79167e-07,OK
0019_2070_5,18,18,9.79167e-07,OK
0019_2071_5,17,17,9.58333e-07,OK
0019_2072_5,17,17,9.62963e-07,OK
0019_2073_5,17,17,9.62963e-07,OK
0019_2074_5,15,15,9.62963e-07,OK
0019_2075_5,14,14,9.62963e-07,OK
0019_2076_5,14,14,1e-06,OK
0019_2077_5,13,13,9.16667e-07,OK
0019_2078_5,12,12,9.16667e-07,OK
0019_2079_5,12,12,9.62963e-07,OK
0019_2080_5,10,10,9.62963e-07,OK
0019_2081_5,10,10,9.62963e-07,OK
0019_2082_5,11,11,9.58333e-07,OK
0019_2083_5,11,11,9.62963e-07,OK
0019_2084_5,14,14,9.58333e-07,OK
0019_2085_5,14,14,9.25926e-07,OK
0019_2086_5,15,15,1e-06,OK
0019_2087_5,15,15,1e-06,OK
0019_2088_5,16,16,1e-06,OK
0019_2089_5,16,16,1e-06,OK
0019_2090_5,16,16,1e-06,OK
0019_2091_5,17,17,9.62963e-07,OK
0019_2092_5,18,18,1e-06,OK
0019_2093_5,19,19,1e-06,OK
0019_2094_5,19,19,9.79167e-07,OK
0019_2095_5,20,20,1e-06,OK
0019_2096_5,19,19,9.79167e-07,OK
0019_2097_5,22,22,9.62963e-07,OK
0019_2098_5,21,21,9.79167e-07,OK
0019_2099_5,24,24,9.79167e-07,OK
0019_2100_5,27,27,9.62963e-07,OK
0019_2101_5,25,25,9.79167e-07,OK
0019_2102_5,25,25,1e-06,OK
0019_2103_5,24,24,9.79167e-07,OK
0019_2104_5,28,28,1e-06,OK
0019_2105_5,29,29,1e-06,OK
0019_2106_5,28,28,9.79167e-07,OK
0019_2107_5,26,26,9.62963e-07,OK
0019_2108_5,26,26,9.79167e-07,OK
0019_2109_5,28,28,1e-06,OK
0019_2110_5,29,29,1e-06,OK
0019_2111_5,29,29,9.62963e-07,OK
0019_2112_5,29,29,9.79167e-07,OK
0019_2113_5,29,29,1e-06,OK
0019_2114_5,27,27,9.62963e-07,OK
0019_2115_5,27,27,1e-06,OK
0019_2116_5,26,26,1e-06,OK
0019_2117_5,25,25,9.62963e-07,OK
0019_2118_5,26,26,9.79167e-07,OK
0019_2119_5,25,25,9.79167e-07,OK
0019_2120_5,23,23,1e-06,OK
0019_2121_5,22,22,9.79167e-07,OK
0019_2122_5,22,22,9.62963e-07,OK
0019_2123_5,20,20,1e-06,OK
0019_2124_5,19,19,9.25926e-07,OK
0019_2125_5,21,21,9.62963e-07,OK
0019_2126_5,20,20,9.62963e-07,OK
0019_2127_5,19,19,1e-06,OK
0019_2128_5,19,19,9.62963e-07,OK
0019_2129_5,19,19,1e-06,OK
0019_2130_5,20,20,9.62963e-07,OK
0019_2131_5,20,20,1e-06,OK
0019_2132_5,19,19,1e-06,OK
0019_2133_5,20,20,1e-06,OK
0019_2134_5,20,20,9.79167e-07,OK
0019_2135_5,19,19,1e-06,OK
0019_2136_5,18,18,1e-06,OK
0019_2137_5,21,21,1e-06,OK
0019_2138_5,21,21,1e-06,OK
0019_2139_5,22,22,1e-06,OK
0019_2140_5,24,24,1e-06,OK
0019_2141_5,22,22,9.79167e-07,OK
0019_2142_5,22,22,9.79167e-07,OK
0019_2143_5,19,19,9.79167e-07,OK
0019_2144_5,20,20,9.16667e-07,OK
0019_2145_5,17,17,9.62963e-07,OK
0019_2146_5,18,18,1e-06,OK
0019_2147_5,17,17,1e-06,OK
0019_2148_5,17,17,9.62963e-07,OK
0019_2149_5,19,19,1e-06,OK
0019_2150_5,20,20,9.62963e-07,OK
0019_2151_5,18,18,9.62963e-07,OK
0019_2152_5,16,16,9.25926e-07,OK
0019_2153_5,16,16,1e-06,OK
0019_2154_5,16,16,1e-06,OK
0019_2155_5,15,15,9.62963e-07,OK
0019_2156_5,17,17,9.62963e-07,OK
0019_2157_5,17,17,9.62963e-07,OK
0019_2158_5,17,17,1e-06,OK
0019_2159_5,19,19,9.62963e-07,OK
0019_2160_5,19,19,9.62963e-07,OK
0019_2161_5,20,20,1e-06,OK
0019_2162_5,21,21,1e-06,OK
0019_2163_5,22,22,9.62963e-07,OK
0019_2164_5,21,21,1e-06,OK
0019_2165_5,20,20,9.62963e-07,OK
0019_2166_5,23,23,1e-06,OK
0019_2167_5,21,21,1e-06,OK
0019_2168_5,22,22,1e-06,OK
0019_2169_5,22,22,1e-06,OK
0019_2170_5,22,22,1e-06,OK
0019_2171_5,19,19,1e-06,OK
0019_2172_5,18,18,1e-06,OK
0019_2173_5,19,19,1e-06,OK
0019_2174_5,19,19,1e-06,OK
0019_2175_5,18,18,1e-06,OK
0019_2176_5,19,19,1e-06,OK
0019_2177_5,18,18,1e-06,OK
0019_2178_5,17,17,9.62963e-07,OK
0019_2179_5,17,17,9.62963e-07,OK
0019_2180_5,18,18,1e-06,OK
0019_2181_5,17,17,9.62963e-07,OK
0019_2182_5,16,16,9.79167e-07,OK
0019_2183_5,13,13,9.58333e-07,OK
0019_2184_5,14,14,9.58333e-07,OK
0019_2185_5,14,14,9.62963e-07,OK
0019_2186_5,14,14,9.58333e-07,OK
0019_2187_5,15,15,9.58333e-07,OK
0019_2188_5,15,15,1e-06,OK
0019_2189_5,14,14,9.58333e-07,OK
0019_2190_5,14,14,9.79167e-07,OK
0019_2191_5,15,15,9.79167e-07,OK
0019_2192_5,13,13,9.62963e-07,OK
0019_2193_5,12,12,1e-06,OK
0019_2194_5,11,11,9.62963e-07,OK
0019_2195_5,12,12,9.62963e-07,OK
0019_2196_5,14,14,9.62963e-07,OK
0019_2197_5,13,13,9.62963e-07,OK
0019_2198_5,12,12,9.62963e-07,OK
0019_2199_5,12,12,9.79167e-07,OK
0019_2200_5,14,14,9.62963e-07,OK
0019_2201_5,15,15,9.62963e-07,OK
0019_2202_5,14,14,9.62963e-07,OK
0019_2203_5,13,13,1e-06,OK
0019_2204_5,14,14,9.62963e-07,OK
0019_2205_5,15,15,9.58333e-07,OK
0019_2206_5,15,15,9.58333e-07,OK
0019_2207_5,16,16,9.58333e-07,OK
0019_2208_5,16,16,9.79167e-07,OK
0019_2209_5,17,17,9.62963e-07,OK
0019_2210_5,17,17,9.62963e-07,OK
0019_2211_5,17,17,9.58333e-07,OK
0019_2212_5,16,16,1e-06,OK
0019_2213_5,15,15,9.58333e-07,OK
0019_2214_5,14,14,9.79167e-07,OK
0019_2215_5,13,13,9.79167e-07,OK
0019_2216_5,13,13,1e-06,OK
0019_2217_5,14,14,9.62963e-07,OK
0019_2218_5,12,12,1e-06,OK
0019_2219_5,13,13,9.58333e-07,OK
0019_2220_5,12,12,9.62963e-07,OK
0008_0805_5,3,3,7.5e-07,OK
0008_0806_5,3,3,8.75e-07,OK
0008_0807_5,3,3,9.25926e-07,OK
0008_0808_5,3,3,7.91667e-07,OK
0008_0809_5,3,3,9.16667e-07,OK
0008_0810_5,4,4,9.62963e-07,OK
0008_0811_5,4,4,8.75e-07,OK
0008_0812_5,4,4,1e-06,OK
0008_0813_5,6,6,9.79167e-07,OK
0008_0814_5,6,6,1e-06,OK
0008_0815_5,6,6,9.62963e-07,OK
0008_0816_5,7,7,9.58333e-07,OK
0008_0817_5,9,9,9.62963e-07,OK
0008_0818_5,10,10,9.79167e-07,OK
0008_0819_5,11,11,9.58333e-07,OK
0008_0820_5,11,11,9.79167e-07,OK
0008_0821_5,10,10,9.375e-07,OK
0008_0822_5,10,10,9.58333e-07,OK
0008_0823_5,10,10,9.58333e-07,OK
0008_0824_5,10,10,9.58333e-07,OK
0008_0825_5,10,10,9.58333e-07,OK
0008_0826_5,10,10,9.79167e-07,OK
0008_0827_5,10,10,9.79167e-07,OK
0008_0828_5,9,9,9.62963e-07,OK
0008_0829_5,9,9,9.58333e-07,OK
0008_0830_5,8,8,9.58333e-07,OK
0008_0831_5,8,8,9.79167e-07,OK
0008_0832_5,7,7,9.58333e-07,OK
0008_0833_5,5,5,1e-06,OK
0008_0834_5,5,5,9.58333e-07,OK
0008_0835_5,4,4,8.51852e-07,OK
0008_0836_5,3,3,8.51852e-07,OK
0008_0837_5,3,3,8.14815e-07,OK
0008_0838_5,5,5,9.79167e-07,OK
0008_0839_5,6,6,9.62963e-07,OK
0008_0840_5,5,5,9.25926e-07,OK
0008_0841_5,5,5,8.14815e-07,OK
0008_0842_5,5,5,9.62963e-07,OK
0008_0843_5,6,6,9.58333e-07,OK
0008_0844_5,6,6,9.375e-07,OK
0008_0845_5,8,8,9.375e-07,OK
0008_0846_5,8,8,1e-06,OK
0008_0847_5,7,7,1e-06,OK
0008_0848_5,8,8,9.16667e-07,OK
0008_0849_5,8,8,9.62963e-07,OK
0008_0850_5,9,9,9.79167e-07,OK
0008_0851_5,9,9,9.58333e-07,OK
0008_0852_5,9,9,9.79167e-07,OK
0008_0853_5,9,9,9.62963e-07,OK
0008_0854_5,8,8,7.91667e-07,OK
0008_0855_5,9,9,9.58333e-07,OK
0008_0856_5,9,9,9.62963e-07,OK
0008_0857_5,8,8,9.79167e-07,OK
0008_0858_5,9,9,9.62963e-07,OK
0008_0859_5,8,8,8.75e-07,OK
0008_0860_5,7,7,9.62963e-07,OK
0008_0861_5,7,7,8.88889e-07,OK
0008_0862_5,8,8,9.62963e-07,OK
0008_0863_5,7,7,1e-06,OK
0008_0864_5,6,6,1e-06,OK
0008_0865_5,6,6,9.79167e-07,OK
0008_0866_5,6,6,1e-06,OK
0008_0867_5,5,5,9.79167e-07,OK
0008_0868_5,5,5,9.58333e-07,OK
0008_0869_5,6,6,8.75e-07,OK
0008_0870_5,6,6,9.25926e-07,OK
0008_0871_5,6,6,9.62963e-07,OK
0008_0872_5,5,5,9.25926e-07,OK
0008_0873_5,5,5,9.25926e-07,OK
0008_0874_5,5,5,9.62963e-07,OK
0008_0875_5,7,7,8.33333e-07,OK
0008_0876_5,7,7,9.62963e-07,OK
0008_0877_5,7,7,9.79167e-07,OK
0008_0878_5,7,7,9.25926e-07,OK
0008_0879_5,7,7,8.95833e-07,OK
0008_0880_5,7,7,9.16667e-07,OK
0008_0881_5,8,8,8.75e-07,OK
0008_0882_5,8,8,9.25926e-07,OK
0008_0883_5,10,10,9.62963e-07,OK
0008_0884_5,10,10,9.62963e-07,OK
0008_0885_5,11,11,9.62963e-07,OK
0008_0886_5,11,11,9.62963e-07,OK
0008_0887_5,10,10,9.62963e-07,OK
0008_0888_5,11,11,9.62963e-07,OK
0008_0889_5,11,11,9.62963e-07,OK
0008_0890_5,10,10,1e-06,OK
0008_0891_5,10,10,1e-06,OK
0008_0892_5,10,10,9.58333e-07,OK
0008_0893_5,10,10,9.16667e-07,OK
0008_0894_5,14,14,9.25926e-07,OK
0008_0895_5,13,13,9.58333e-07,OK
0008_0896_5,13,13,9.62963e-07,OK
0008_0897_5,12,12,9.62963e-07,OK
0008_0898_5,11,11,9.62963e-07,OK
0008_0899_5,11,11,9.62963e-07,OK
0008_0900_5,11,11,9.79167e-07,OK
0008_0901_5,13,13,9.62963e-07,OK
0008_0902_5,13,13,9.58333e-07,OK
0008_0903_5,14,14,9.79167e-07,OK
0008_0904_5,14,14,9.25926e-07,OK
0008_0905_5,14,14,9.62963e-07,OK
0008_0906_5,13,13,9.58333e-07,OK
0008_0907_5,14,14,9.79167e-07,OK
0008_0908_5,14,14,9.79167e-07,OK
0008_0909_5,14,14,9.62963e-07,OK
0008_0910_5,14,14,9.62963e-07,OK
0008_0911_5,12,12,9.25926e-07,OK
0008_0912_5,11,11,1e-06,OK
0008_0913_5,11,11,9.62963e-07,OK
0008_0914_5,11,11,9.79167e-07,OK
0008_0915_5,12,12,9.58333e-07,OK
0008_0916_5,13,13,9.62963e-07,OK
0008_0917_5,9,9,9.58333e-07,OK
0008_0918_5,9,9,9.62963e-07,OK
0008_0919_5,8,8,9.25926e-07,OK
0008_0920_5,9,9,9.16667e-07,OK
0008_0921_5,8,8,9.375e-07,OK
0008_0922_5,10,10,9.62963e-07,OK
0008_0923_5,10,10,9.62963e-07,OK
0008_0924_5,9,9,9.62963e-07,OK
0008_0925_5,10,10,9.62963e-07,OK
0008_0926_5,9,9,9.375e-07,OK
0008_0927_5,8,8,9.62963e-07,OK
0008_0928_5,9,9,9.58333e-07,OK
0008_0929_5,10,10,8.88889e-07,OK
0008_0930_5,12,12,9.62963e-07,OK
0008_0931_5,12,12,9.62963e-07,OK
0008_0932_5,11,11,9.79167e-07,OK
0008_0933_5,10,10,9.62963e-07,OK
0008_0934_5,11,11,9.58333e-07,OK
0008_0935_5,10,10,9.25926e-07,OK
0008_0936_5,9,9,9.58333e-07,OK
0008_0937_5,9,9,9.79167e-07,OK
0008_0938_5,8,8,9.62963e-07,OK
0008_0939_5,10,10,9.62963e-07,OK
0008_0940_5,9,9,9.62963e-07,OK
0008_0941_5,8,8,9.58333e-07,OK
0008_0942_5,9,9,9.58333e-07,OK
0008_0943_5,9,9,9.62963e-07,OK
0008_0944_5,10,10,9.62963e-07,OK
0008_0945_5,10,10,9.62963e-07,OK
0008_0946_5,9,9,9.62963e-07,OK
0008_0947_5,9,9,9.62963e-07,OK
0008_0948_5,10,10,9.62963e-07,OK
0008_0949_5,10,10,1e-06,OK
0008_0950_5,10,10,9.58333e-07,OK
0008_0951_5,12,12,1e-06,OK
0008_0952_5,13,13,9.62963e-07,OK
0008_0953_5,13,13,9.25926e-07,OK
0008_0954_5,14,14,9.62963e-07,OK
0008_0955_5,15,15,9.79167e-07,OK
0008_0956_5,14,14,1e-06,OK
0008_0957_5,14,14,1e-06,OK
0008_0958_5,15,15,9.62963e-07,OK
0008_0959_5,15,15,9.79167e-07,OK
0008_0960_5,16,16,9.62963e-07,OK
0008_0961_5,16,16,1e-06,OK
0008_0962_5,16,16,1e-06,OK
0008_0963_5,17,17,9.58333e-07,OK
0008_0964_5,18,18,1e-06,OK
0008_0965_5,17,17,1e-06,OK
0008_0966_5,18,18,1e-06,OK
0008_0967_5,19,19,1e-06,OK
0008_0968_5,19,19,9.79167e-07,OK
0008_0969_5,18,18,9.62963e-07,OK
0008_0970_5,19,19,1e-06,OK
0008_0971_5,17,17,9.62963e-07,OK
0008_0972_5,17,17,9.62963e-07,OK
0008_0973_5,17,17,9.79167e-07,OK
0008_0974_5,16,16,9.79167e-07,OK
0008_0975_5,15,15,9.79167e-07,OK
0008_0976_5,16,16,9.58333e-07,OK
0008_0977_5,13,13,1e-06,OK
0008_0978_5,13,13,9.62963e-07,OK
0008_0979_5,12,12,9.58333e-07,OK
0008_0980_5,14,14,1e-06,OK
0008_0981_5,13,13,9.25926e-07,OK
0008_0982_5,11,11,9.16667e-07,OK
0008_0983_5,10,10,9.62963e-07,OK
0008_0984_5,8,8,9.16667e-07,OK
0008_0985_5,8,8,1e-06,OK
0008_0986_5,10,10,9.79167e-07,OK
0008_0987_5,12,12,9.58333e-07,OK
0008_0988_5,11,11,9.62963e-07,OK
0008_0989_5,12,12,9.79167e-07,OK
0008_0990_5,13,13,9.375e-07,OK
0008_0991_5,13,13,1e-06,OK
0008_0992_5,12,12,9.58333e-07,OK
0008_0993_5,13,13,9.62963e-07,OK
0008_0994_5,15,15,9.58333e-07,OK
0008_0995_5,16,16,1e-06,OK
0008_0996_5,15,15,1e-06,OK
0008_0997_5,15,15,9.79167e-07,OK
0008_0998_5,17,17,9.62963e-07,OK
0008_0999_5,17,17,9.58333e-07,OK
0019_1226_5,23,23,1e-06,OK
0019_1227_5,25,25,9.62963e-07,OK
0019_1228_5,23,23,9.79167e-07,OK
0019_1229_5,24,24,1e-06,OK
0019_1230_5,23,23,9.79167e-07,OK
0019_1231_5,21,21,9.62963e-07,OK
0019_1232_5,21,21,9.62963e-07,OK
0019_1233_5,20,20,9.62963e-07,OK
0019_1234_5,19,19,9.79167e-07,OK
0019_1235_5,20,20,1e-06,OK
0019_1236_5,21,21,9.62963e-07,OK
0019_1237_5,20,20,9.62963e-07,OK
0019_1238_5,21,21,1e-06,OK
0019_1239_5,23,23,9.62963e-07,OK
0019_1240_5,22,22,9.62963e-07,OK
0019_1241_5,22,22,9.62963e-07,OK
0019_1242_5,23,23,9.79167e-07,OK
0019_1243_5,24,24,9.79167e-07,OK
0019_1244_5,21,21,9.79167e-07,OK
0019_1245_5,22,22,9.79167e-07,OK
0019_1246_5,22,22,1e-06,OK
0019_1247_5,22,22,9.25926e-07,OK
0019_1248_5,22,22,9.79167e-07,OK
0019_1249_5,22,22,1e-06,OK
0019_1250_5,22,22,9.62963e-07,OK
0019_1251_5,22,22,9.62963e-07,OK
0019_1252_5,20,20,9.62963e-07,OK
0019_1253_5,20,20,9.62963e-07,OK
0019_1254_5,21,21,9.79167e-07,OK
0019_1255_5,23,23,9.58333e-07,OK
0019_1256_5,22,22,1e-06,OK
0019_1257_5,22,22,9.79167e-07,OK
0019_1258_5,20,20,9.79167e-07,OK
0019_1259_5,20,20,9.62963e-07,OK
0019_1260_5,20,20,9.79167e-07,OK
0019_1261_5,20,20,9.79167e-07,OK
0019_1262_5,22,22,9.79167e-07,OK
0019_1263_5,22,22,9.62963e-07,OK
0019_1264_5,24,24,9.79167e-07,OK
0019_1265_5,24,24,9.62963e-07,OK
0019_1266_5,25,25,9.79167e-07,OK
0019_1267_5,26,26,9.62963e-07,OK
0019_1268_5,26,26,9.79167e-07,OK
0019_1269_5,24,24,1e-06,OK
0019_1270_5,25,25,1e-06,OK
0019_1271_5,25,25,1e-06,OK
0019_1272_5,27,27,9.62963e-07,OK
0019_1273_5,28,28,1e-06,OK
0019_1274_5,28,28,9.62963e-07,OK
0019_1275_5,28,28,9.62963e-07,OK
0019_1276_5,27,27,1e-06,OK
0019_1277_5,25,25,9.79167e-07,OK
0019_1278_5,27,27,9.58333e-07,OK
0019_1279_5,27,27,1e-06,OK
0019_1280_5,27,27,9.62963e-07,OK
0019_1281_5,28,28,9.79167e-07,OK
0019_1282_5,29,29,9.62963e-07,OK
0019_1283_5,30,30,1e-06,OK
0019_1284_5,28,28,9.79167e-07,OK
0019_1285_5,29,29,9.79167e-07,OK
0019_1286_5,25,25,1e-06,OK
0019_1287_5,25,25,9.79167e-07,OK
0019_1288_5,25,25,9.79167e-07,OK
0019_1289_5,24,24,9.62963e-07,OK
0019_1290_5,25,25,9.79167e-07,OK
0019_1291_5,23,23,9.62963e-07,OK
0019_1292_5,23,23,1e-06,OK
0019_1293_5,23,23,1e-06,OK
0019_1294_5,20,20,9.62963e-07,OK
0019_1295_5,20,20,9.58333e-07,OK
0019_1296_5,19,19,9.62963e-07,OK
0019_1297_5,22,22,9.62963e-07,OK
0019_1298_5,19,19,9.58333e-07,OK
0019_1299_5,19,19,9.25926e-07,OK
0019_1300_5,19,19,9.62963e-07,OK
0019_1301_5,19,19,9.79167e-07,OK
0019_1302_5,17,17,9.79167e-07,OK
0019_1303_5,16,16,9.58333e-07,OK
0019_1304_5,19,19,9.62963e-07,OK
0019_1305_5,20,20,1e-06,OK
0019_1306_5,22,22,9.62963e-07,OK
0019_1307_5,22,22,9.62963e-07,OK
0019_1308_5,25,25,9.79167e-07,OK
0019_1309_5,25,25,1e-06,OK
0019_1310_5,24,24,9.62963e-07,OK
0019_1311_5,23,23,9.62963e-07,OK
0019_1312_5,23,23,1e-06,OK
0019_1313_5,21,21,9.62963e-07,OK
0019_1314_5,24,24,9.79167e-07,OK
0019_1315_5,25,25,9.62963e-07,OK
0019_1316_5,23,23,9.62963e-07,OK
0019_1317_5,23,23,9.62963e-07,OK
0019_1318_5,22,22,9.62963e-07,OK
0019_1319_5,21,21,9.79167e-07,OK
0019_1320_5,21,21,9.79167e-07,OK
0019_1321_5,19,19,9.62963e-07,OK
0019_1322_5,18,18,9.79167e-07,OK
0019_1323_5,20,20,9.62963e-07,OK
0019_1324_5,18,18,9.25926e-07,OK
0019_1325_5,18,18,9.62963e-07,OK
0019_1326_5,18,18,9.62963e-07,OK
0019_1327_5,16,16,9.58333e-07,OK
0019_1328_5,18,18,9.79167e-07,OK
0019_1329_5,19,19,9.58333e-07,OK
0019_1330_5,18,18,9.79167e-07,OK
0019_1331_5,16,16,9.62963e-07,OK
0019_1332_5,16,16,1e-06,OK
0019_1333_5,17,17,9.79167e-07,OK
0019_1334_5,17,17,1e-06,OK
0019_1335_5,18,18,1e-06,OK
0019_1336_5,20,20,9.79167e-07,OK
0019_1337_5,19,19,9.62963e-07,OK
0019_1338_5,17,17,1e-06,OK
0019_1339_5,18,18,1e-06,OK
0019_1340_5,18,18,1e-06,OK
0019_1341_5,21,21,1e-06,OK
0019_1342_5,21,21,1e-06,OK
0019_1343_5,20,20,1e-06,OK
0019_1344_5,20,20,9.62963e-07,OK
0019_1345_5,19,19,1e-06,OK
0019_1346_5,20,20,1e-06,OK
0019_1347_5,21,21,9.62963e-07,OK
0019_1348_5,21,21,1e-06,OK
0019_1349_5,22,22,1e-06,OK
0019_1350_5,21,21,9.62963e-07,OK
0019_1351_5,21,21,1e-06,OK
0019_1352_5,19,19,9.58333e-07,OK
0019_1353_5,19,19,9.62963e-07,OK
0019_1354_5,19,19,1e-06,OK
0019_1355_5,19,19,9.62963e-07,OK
0019_1356_5,20,20,1e-06,OK
0019_1357_5,19,19,9.58333e-07,OK
0019_1358_5,18,18,9.62963e-07,OK
0019_1359_5,18,18,9.79167e-07,OK
0019_1360_5,20,20,9.58333e-07,OK
0019_1361_5,20,20,9.62963e-07,OK
0019_1362_5,17,17,1e-06,OK
0019_1363_5,16,16,1e-06,OK
0019_1364_5,15,15,1e-06,OK
0019_1365_5,17,17,9.62963e-07,OK
0019_1366_5,18,18,9.79167e-07,OK
0019_1367_5,17,17,9.62963e-07,OK
0019_1368_5,17,17,9.79167e-07,OK
0019_1369_5,15,15,9.58333e-07,OK
0019_1370_5,14,14,9.62963e-07,OK
0019_1371_5,17,17,9.58333e-07,OK
0019_1372_5,19,19,9.62963e-07,OK
0019_1373_5,18,18,9.58333e-07,OK
0019_1374_5,18,18,9.79167e-07,OK
0019_1375_5,17,17,9.79167e-07,OK
0019_1376_5,16,16,9.25926e-07,OK
0019_1377_5,15,15,1e-06,OK
0019_1378_5,16,16,9.25926e-07,OK
0019_1379_5,17,17,9.62963e-07,OK
0019_1380_5,17,17,9.62963e-07,OK
0019_1381_5,17,17,9.79167e-07,OK
0019_1382_5,18,18,9.62963e-07,OK
0019_1383_5,22,22,1e-06,OK
0019_1384_5,22,22,1e-06,OK
0019_1385_5,21,21,9.79167e-07,OK
0019_1386_5,18,18,9.62963e-07,OK
0019_1387_5,17,17,9.62963e-07,OK
0019_1388_5,16,16,1e-06,OK
0019_1389_5,15,15,9.62963e-07,OK
0019_1390_5,14,14,1e-06,OK
0019_1391_5,14,14,9.79167e-07,OK
0019_1392_5,14,14,9.58333e-07,OK
0019_1393_5,15,15,9.62963e-07,OK
0019_1394_5,16,16,1e-06,OK
0019_1395_5,16,16,9.79167e-07,OK
0019_1396_5,18,18,9.25926e-07,OK
0019_1397_5,15,15,9.62963e-07,OK
0019_1398_5,16,16,9.62963e-07,OK
0019_1399_5,13,13,9.79167e-07,OK
0019_1400_5,13,13,9.25926e-07,OK
0019_1401_5,14,14,1e-06,OK
0019_1402_5,13,13,1e-06,OK
0019_1403_5,14,14,9.58333e-07,OK
0019_1404_5,14,14,9.62963e-07,OK
0019_1405_5,17,17,1e-06,OK
0019_1406_5,18,18,9.62963e-07,OK
0019_1407_5,16,16,9.58333e-07,OK
0019_1408_5,17,17,9.62963e-07,OK
0019_1409_5,17,17,9.62963e-07,OK
0019_1410_5,19,19,9.62963e-07,OK
0019_1411_5,16,16,9.79167e-07,OK
0019_1412_5,17,17,1e-06,OK
0019_1413_5,19,19,1e-06,OK
0019_1414_5,21,21,9.79167e-07,OK
0019_1415_5,23,23,1e-06,OK
0019_1416_5,22,22,1e-06,OK
0019_1417_5,21,21,9.79167e-07,OK
0019_1418_5,20,20,9.62963e-07,OK
